body_type,body_type_name,local_body_code,local_body_name,assembly_constituency_no,assembly_constituency,mapped_wards_in_constituency,total_mapped_wards,dominant_share,split_constituencies,udf_wins,ldf_wins,nda_wins,oth_wins,ruling_front,ruling_front_count,second_front,second_front_count,third_front,third_front_count
G,Grama Panchayat,G09001,Anakkara Gramapanchayath,49,Thrithala,17,17,1.0000,1,8,7,1,1,UDF,8,LDF,7,NDA,1
G,Grama Panchayat,G09002,Chalissery Gramapanchayath,49,Thrithala,17,17,1.0000,1,9,8,0,0,UDF,9,LDF,8,,
G,Grama Panchayat,G09003,Kappoor Gramapanchayath,49,Thrithala,20,20,1.0000,1,12,6,0,2,UDF,12,LDF,6,OTH,2
G,Grama Panchayat,G09004,Nagalassery Grampanchayat,49,Thrithala,19,19,1.0000,1,3,16,0,0,LDF,16,UDF,3,,
G,Grama Panchayat,G09005,Pattithara Gramapanchayath,49,Thrithala,21,21,1.0000,1,13,8,0,0,UDF,13,LDF,8,,
G,Grama Panchayat,G09006,Thirumittacode Gramapanchayath,49,Thrithala,20,20,1.0000,1,9,11,0,0,LDF,11,UDF,9,,
G,Grama Panchayat,G09007,Thrithala Grampanchayat,49,Thrithala,19,19,1.0000,1,13,6,0,0,UDF,13,LDF,6,,
G,Grama Panchayat,G09008,Koppam Gramapanchayath,50,Pattambi,20,20,1.0000,1,6,9,0,5,LDF,9,UDF,6,OTH,5
G,Grama Panchayat,G09009,Kulukkallur Gramapanchayath,50,Pattambi,19,19,1.0000,1,9,5,0,5,UDF,9,LDF,5,OTH,5
G,Grama Panchayat,G09010,Muthuthala Gramapanchayath,50,Pattambi,17,17,1.0000,1,9,7,0,1,UDF,9,LDF,7,OTH,1
G,Grama Panchayat,G09011,Ongallur Gramapanchayath,50,Pattambi,24,24,1.0000,1,8,10,0,6,LDF,10,UDF,8,OTH,6
G,Grama Panchayat,G09013,Thiruvegappura Gramapanchayath,50,Pattambi,21,21,1.0000,1,15,5,0,1,UDF,15,LDF,5,OTH,1
G,Grama Panchayat,G09014,Vilayur Gramapanchayath,50,Pattambi,17,17,1.0000,1,7,3,0,7,UDF,7,OTH,7,LDF,3
G,Grama Panchayat,G09015,Parathur Gramapanchayath,49,Thrithala,18,18,1.0000,1,8,10,0,0,LDF,10,UDF,8,,
G,Grama Panchayat,G09016,Ambalapara Gramapanchayath,52,Ottapalam,23,23,1.0000,1,1,17,3,2,LDF,17,NDA,3,OTH,2
G,Grama Panchayat,G09017,Ananganadi Gramapanchayath,51,Shornur,17,17,1.0000,1,7,9,1,0,LDF,9,UDF,7,NDA,1
G,Grama Panchayat,G09018,Chalavara Gramapanchayath,51,Shornur,17,17,1.0000,1,8,8,1,0,UDF,8,LDF,8,NDA,1
G,Grama Panchayat,G09019,Lakkidi Peroor Gram Panchayat,52,Ottapalam,21,21,1.0000,1,2,13,3,3,LDF,13,NDA,3,OTH,3
G,Grama Panchayat,G09020,Vaniyamkulam Gramapanchayath,51,Shornur,20,20,1.0000,1,0,14,6,0,LDF,14,NDA,6,,
G,Grama Panchayat,G09021,Thrikkadeeri Grampanchayat,51,Shornur,15,16,0.9375,2,3,8,2,3,LDF,8,UDF,3,OTH,3
G,Grama Panchayat,G09022,Vallapuzha Gramapanchayat,50,Pattambi,19,19,1.0000,1,11,6,0,2,UDF,11,LDF,6,OTH,2
G,Grama Panchayat,G09023,Nellaya Gramapanchayath,51,Shornur,22,22,1.0000,1,10,8,0,4,UDF,10,LDF,8,OTH,4
G,Grama Panchayat,G09025,Kadampazhipuram Gramapanchayath,52,Ottapalam,20,20,1.0000,1,4,15,1,0,LDF,15,UDF,4,NDA,1
G,Grama Panchayat,G09026,Karimpuzha Gramapanchayath,52,Ottapalam,20,20,1.0000,1,12,4,2,2,UDF,12,LDF,4,NDA,2
G,Grama Panchayat,G09027,Sreekrishnapuram Grampanchayat,52,Ottapalam,16,16,1.0000,1,3,12,1,0,LDF,12,UDF,3,NDA,1
G,Grama Panchayat,G09028,Vellinezhi Gramapanchayath,51,Shornur,14,14,1.0000,1,2,12,0,0,LDF,12,UDF,2,,
G,Grama Panchayat,G09029,Karakurussi Gramapanchayath,53,Kongad,10,19,0.5263,2,9,6,1,3,UDF,9,LDF,6,OTH,3
G,Grama Panchayat,G09030,Thachanattukara Gramapanchayath,52,Ottapalam,18,18,1.0000,1,13,3,0,2,UDF,13,LDF,3,OTH,2
G,Grama Panchayat,G09031,Pookottukavu Gramapanchayath,52,Ottapalam,9,14,0.6429,2,2,12,0,0,LDF,12,UDF,2,,
G,Grama Panchayat,G09032,Alanallur Gramapanchayath,54,Mannarkkad,24,24,1.0000,1,18,4,0,2,UDF,18,LDF,4,OTH,2
G,Grama Panchayat,G09033,Karimba Gramapanchayath,53,Kongad,15,18,0.8333,3,8,7,2,1,UDF,8,LDF,7,NDA,2
G,Grama Panchayat,G09034,Kottappadam Gramapanchayath,54,Mannarkkad,24,24,1.0000,1,18,3,0,3,UDF,18,LDF,3,OTH,3
G,Grama Panchayat,G09035,Kumaramputhur gram panchayat,54,Mannarkkad,21,21,1.0000,1,8,10,0,3,LDF,10,UDF,8,OTH,3
G,Grama Panchayat,G09036,Kanhirapuzha Grama Panchayat,53,Kongad,16,21,0.7619,2,7,6,2,6,UDF,7,LDF,6,OTH,6
G,Grama Panchayat,G09038,Thachampara Gramapanchayath,53,Kongad,11,15,0.7333,2,9,2,0,4,UDF,9,OTH,4,LDF,2
G,Grama Panchayat,G09039,Thenkara Gramapanchayath,54,Mannarkkad,18,18,1.0000,1,7,7,3,1,UDF,7,LDF,7,NDA,3
G,Grama Panchayat,G09040,Agali Gramapanchayath,54,Mannarkkad,21,21,1.0000,1,10,9,2,0,UDF,10,LDF,9,NDA,2
G,Grama Panchayat,G09041,Puthur Gramapanchayat,54,Mannarkkad,14,14,1.0000,1,6,0,8,0,NDA,8,UDF,6,,
G,Grama Panchayat,G09042,Sholayar gram panchayat,54,Mannarkkad,14,14,1.0000,1,11,3,0,0,UDF,11,LDF,3,,
G,Grama Panchayat,G09043,Pirayiri Gramapanchayath,56,Palakkad,24,24,1.0000,1,11,8,4,1,UDF,11,LDF,8,NDA,4
G,Grama Panchayat,G09044,Mundur Gramapanchayath,55,Malampuzha,20,20,1.0000,1,2,16,2,0,LDF,16,UDF,2,NDA,2
G,Grama Panchayat,G09045,Kongad Gramapanchayath,53,Kongad,20,20,1.0000,1,4,16,0,0,LDF,16,UDF,4,,
G,Grama Panchayat,G09046,Keralasseri Gramapanchayath,53,Kongad,14,14,1.0000,1,0,12,2,0,LDF,12,NDA,2,,
G,Grama Panchayat,G09047,Mannoor Grampanchayat,53,Kongad,15,15,1.0000,1,3,7,2,3,LDF,7,UDF,3,OTH,3
G,Grama Panchayat,G09048,Mankara Gramapanchayath,53,Kongad,15,15,1.0000,1,2,11,2,0,LDF,11,UDF,2,NDA,2
G,Grama Panchayat,G09049,Parli Gramapanchayath,53,Kongad,21,21,1.0000,1,5,8,8,0,LDF,8,NDA,8,UDF,5
G,Grama Panchayat,G09050,Kottayi Gramapanchayath,57,Tarur,16,16,1.0000,1,6,6,4,0,UDF,6,LDF,6,NDA,4
G,Grama Panchayat,G09051,Kuthanur Grampanchayat,57,Tarur,17,17,1.0000,1,9,7,1,0,UDF,9,LDF,7,NDA,1
G,Grama Panchayat,G09052,Kuzhalmannam Gramapanchayath,60,Alathur,18,18,1.0000,1,7,11,0,0,LDF,11,UDF,7,,
G,Grama Panchayat,G09054,Peringottukurissi Gramapanchayath,57,Tarur,18,18,1.0000,1,7,5,2,4,UDF,7,LDF,5,OTH,4
G,Grama Panchayat,G09055,Thenkurissi Grampanchayat,60,Alathur,18,18,1.0000,1,1,13,4,0,LDF,13,NDA,4,UDF,1
G,Grama Panchayat,G09056,Kannadi Gramapanchayath,56,Palakkad,17,17,1.0000,1,5,12,0,0,LDF,12,UDF,5,,
G,Grama Panchayat,G09057,Eruthampathy Gramapanchayath,58,Chittur,15,15,1.0000,1,5,5,3,2,UDF,5,LDF,5,NDA,3
G,Grama Panchayat,G09058,Kozhinjampara Gramapanchayath,58,Chittur,19,19,1.0000,1,13,4,2,0,UDF,13,LDF,4,NDA,2
G,Grama Panchayat,G09059,Nalleppilly Gramapanchayath,58,Chittur,21,21,1.0000,1,2,16,3,0,LDF,16,NDA,3,UDF,2
G,Grama Panchayat,G09060,Perumatty Gramapanchayath,58,Chittur,20,20,1.0000,1,3,17,0,0,LDF,17,UDF,3,,
G,Grama Panchayat,G09061,Vadakarapathy Grampanchayat,58,Chittur,18,18,1.0000,1,10,4,0,4,UDF,10,LDF,4,OTH,4
G,Grama Panchayat,G09062,Elappully Gramapanchayath,55,Malampuzha,23,23,1.0000,1,4,14,5,0,LDF,14,NDA,5,UDF,4
G,Grama Panchayat,G09063,Polppulli Grampanchayat,58,Chittur,14,14,1.0000,1,5,9,0,0,LDF,9,UDF,5,,
G,Grama Panchayat,G09064,Kollengode Gramapanchayat,59,Nenmara,19,19,1.0000,1,3,12,4,0,LDF,12,NDA,4,UDF,3
G,Grama Panchayat,G09065,Koduvayur Gramapanchayath,59,Nenmara,19,19,1.0000,1,4,9,5,1,LDF,9,NDA,5,UDF,4
G,Grama Panchayat,G09066,Muthalamada Gramapanchayath,59,Nenmara,21,21,1.0000,1,2,14,5,1,LDF,14,NDA,5,UDF,2
G,Grama Panchayat,G09067,Pudunagaram Gramapanchayath,59,Nenmara,15,15,1.0000,1,9,4,2,0,UDF,9,LDF,4,NDA,2
G,Grama Panchayat,G09068,Vadavannur gramapanchayat,59,Nenmara,14,14,1.0000,1,7,5,2,0,UDF,7,LDF,5,NDA,2
G,Grama Panchayat,G09069,Peruvemba Gramapanchayath,58,Chittur,15,15,1.0000,1,5,9,0,1,LDF,9,UDF,5,OTH,1
G,Grama Panchayat,G09070,Pattanchery Gramapanchayath,58,Chittur,18,18,1.0000,1,9,8,1,0,UDF,9,LDF,8,NDA,1
G,Grama Panchayat,G09071,Ayiloor Gramapanchayath,59,Nenmara,19,19,1.0000,1,8,8,2,1,UDF,8,LDF,8,NDA,2
G,Grama Panchayat,G09072,Nelliyampathy Gramapanchayath,59,Nenmara,14,14,1.0000,1,2,9,1,2,LDF,9,UDF,2,OTH,2
G,Grama Panchayat,G09073,Elavanchery Gramapanchayath,59,Nenmara,15,15,1.0000,1,3,11,1,0,LDF,11,UDF,3,NDA,1
G,Grama Panchayat,G09074,Pallassena Grampanchayat,59,Nenmara,17,17,1.0000,1,4,11,2,0,LDF,11,UDF,4,NDA,2
G,Grama Panchayat,G09075,Melarcode Grampanchayat,60,Alathur,18,18,1.0000,1,7,9,1,1,LDF,9,UDF,7,NDA,1
G,Grama Panchayat,G09076,Nemmara Grampanchayat,59,Nenmara,21,22,0.9545,2,13,5,3,1,UDF,13,LDF,5,NDA,3
G,Grama Panchayat,G09077,Vandazhy Gramapanchayath,60,Alathur,20,20,1.0000,1,6,11,2,1,LDF,11,UDF,6,NDA,2
G,Grama Panchayat,G09078,Akathethara Gramapanchayath,55,Malampuzha,19,19,1.0000,1,1,8,10,0,NDA,10,LDF,8,UDF,1
G,Grama Panchayat,G09079,Malampuzha Gramapanchayath,55,Malampuzha,14,14,1.0000,1,3,6,5,0,LDF,6,NDA,5,UDF,3
G,Grama Panchayat,G09080,Marutharode Gramapanchayath,55,Malampuzha,21,21,1.0000,1,12,8,1,0,UDF,12,LDF,8,NDA,1
G,Grama Panchayat,G09081,Puduppariyaram Gramapanchayath,55,Malampuzha,23,23,1.0000,1,7,14,2,0,LDF,14,UDF,7,NDA,2
G,Grama Panchayat,G09082,Pudusserri Gramapanchayath,55,Malampuzha,24,24,1.0000,1,6,17,1,0,LDF,17,UDF,6,NDA,1
G,Grama Panchayat,G09083,Kodumbu Gramapanchayath,55,Malampuzha,15,17,0.8824,2,4,10,3,0,LDF,10,UDF,4,NDA,3
G,Grama Panchayat,G09084,Alathur Gramapanchayath,60,Alathur,18,18,1.0000,1,5,12,0,1,LDF,12,UDF,5,OTH,1
G,Grama Panchayat,G09085,Erimayur Gramapanchayat,60,Alathur,20,20,1.0000,1,5,15,0,0,LDF,15,UDF,5,,
G,Grama Panchayat,G09086,Kavassery Gramapanchayath,57,Tarur,19,19,1.0000,1,6,12,1,0,LDF,12,UDF,6,NDA,1
G,Grama Panchayat,G09087,Kizhakkanchery Gramapanchayath,60,Alathur,24,24,1.0000,1,7,17,0,0,LDF,17,UDF,7,,
G,Grama Panchayat,G09088,Puthukode Gramapanchayath,57,Tarur,16,16,1.0000,1,10,5,1,0,UDF,10,LDF,5,NDA,1
G,Grama Panchayat,G09089,Tarur Grampanchayat,57,Tarur,18,18,1.0000,1,7,8,3,0,LDF,8,UDF,7,NDA,3
G,Grama Panchayat,G09091,Kannambra Gramapanchayath,57,Tarur,18,18,1.0000,1,0,18,0,0,LDF,18,,,,
G,Grama Panchayat,G10001,Vazhikkadavu Grama Panchayat,35,Nilambur,24,24,1.0000,1,15,5,0,4,UDF,15,LDF,5,OTH,4
G,Grama Panchayat,G10002,Pothukal Grama Panchayat,35,Nilambur,18,18,1.0000,1,11,2,0,6,UDF,11,OTH,6,LDF,2
G,Grama Panchayat,G10003,Edakkara Grama Panchayat,35,Nilambur,19,19,1.0000,1,12,4,0,3,UDF,12,LDF,4,OTH,3
G,Grama Panchayat,G10004,Moothedam Grama Panchayat,35,Nilambur,18,18,1.0000,1,15,1,0,1,UDF,15,LDF,1,OTH,1
G,Grama Panchayat,G10005,Chungathara Grama Panchayat,35,Nilambur,22,22,1.0000,1,15,4,1,2,UDF,15,LDF,4,OTH,2
G,Grama Panchayat,G10006,Chaliyar Grama Panchayat,35,Nilambur,13,16,0.8125,2,11,4,0,1,UDF,11,LDF,4,OTH,1
G,Grama Panchayat,G10008,Cherukavu Grama Panchayat,33,Kondotty,21,22,0.9545,2,14,6,1,1,UDF,14,LDF,6,NDA,1
G,Grama Panchayat,G10009,Pallikkal Grama Panchayat,42,Vallikkunnu,24,24,1.0000,1,22,1,0,1,UDF,22,LDF,1,OTH,1
G,Grama Panchayat,G10010,Vazhayoor Grama Panchayat,33,Kondotty,20,20,1.0000,1,6,10,0,4,LDF,10,UDF,6,OTH,4
G,Grama Panchayat,G10011,Vazhakkad Grama Panchayat,33,Kondotty,22,22,1.0000,1,16,1,0,5,UDF,16,OTH,5,LDF,1
G,Grama Panchayat,G10012,Pulikkal Grama Panchayat,33,Kondotty,24,24,1.0000,1,21,1,0,2,UDF,21,OTH,2,LDF,1
G,Grama Panchayat,G10014,Muthuvallur Grama Panchayat,33,Kondotty,18,18,1.0000,1,12,2,0,4,UDF,12,OTH,4,LDF,2
G,Grama Panchayat,G10015,Chelembra Grama Panchayat,42,Vallikkunnu,21,21,1.0000,1,17,2,2,0,UDF,17,LDF,2,NDA,2
G,Grama Panchayat,G10016,Wandoor Grama Panchayat,36,Wandoor,22,24,0.9167,2,11,8,0,5,UDF,11,LDF,8,OTH,5
G,Grama Panchayat,G10017,Thiruvali Grama Panchayat,36,Wandoor,19,19,1.0000,1,8,6,0,5,UDF,8,LDF,6,OTH,5
G,Grama Panchayat,G10018,Mampad Grama Panchayat,36,Wandoor,21,22,0.9545,2,14,4,0,4,UDF,14,LDF,4,OTH,4
G,Grama Panchayat,G10019,Porur Grama Panchayat,36,Wandoor,19,19,1.0000,1,12,5,0,2,UDF,12,LDF,5,OTH,2
G,Grama Panchayat,G10020,Pandikkad Grama Panchayat,37,Manjeri,24,24,1.0000,1,17,6,0,1,UDF,17,LDF,6,OTH,1
G,Grama Panchayat,G10021,Thrikkalangode Grama Panchayat,37,Manjeri,24,24,1.0000,1,16,4,0,4,UDF,16,LDF,4,OTH,4
G,Grama Panchayat,G10022,Kalikavu Grama Panchayat,36,Wandoor,22,22,1.0000,1,19,3,0,0,UDF,19,LDF,3,,
G,Grama Panchayat,G10023,Chokkad Grama Panchayat,36,Wandoor,20,20,1.0000,1,13,4,0,3,UDF,13,LDF,4,OTH,3
G,Grama Panchayat,G10024,Karuvarakundu Grama Panchayat,36,Wandoor,24,24,1.0000,1,19,2,0,3,UDF,19,OTH,3,LDF,2
G,Grama Panchayat,G10025,Thuvoor Grama Panchayat,36,Wandoor,19,19,1.0000,1,12,4,0,3,UDF,12,LDF,4,OTH,3
G,Grama Panchayat,G10026,Amarambalam Grama Panchayat,35,Nilambur,22,22,1.0000,1,16,4,0,2,UDF,16,LDF,4,OTH,2
G,Grama Panchayat,G10027,Karulai Grama Panchayat,35,Nilambur,17,17,1.0000,1,9,5,0,3,UDF,9,LDF,5,OTH,3
G,Grama Panchayat,G10028,Edapatta Grama Panchayat,37,Manjeri,17,17,1.0000,1,13,3,0,1,UDF,13,LDF,3,OTH,1
G,Grama Panchayat,G10030,Urangattiri Grama Panchayat,34,Eranad,24,24,1.0000,1,15,5,0,4,UDF,15,LDF,5,OTH,4
G,Grama Panchayat,G10031,Kavanur Grama Panchayat,34,Eranad,23,23,1.0000,1,17,5,0,1,UDF,17,LDF,5,OTH,1
G,Grama Panchayat,G10032,Keezhuparamba Grama Panchayat,34,Eranad,16,16,1.0000,1,9,3,0,4,UDF,9,OTH,4,LDF,3
G,Grama Panchayat,G10033,Kuzhimanna Grama Panchayat,34,Eranad,21,21,1.0000,1,20,0,0,1,UDF,20,OTH,1,,
G,Grama Panchayat,G10034,Cheekkode Grama Panchayat,33,Kondotty,21,21,1.0000,1,14,1,0,6,UDF,14,OTH,6,LDF,1
G,Grama Panchayat,G10035,Pulpatta Grama Panchayat,40,Malappuram,24,24,1.0000,1,17,4,0,3,UDF,17,LDF,4,OTH,3
G,Grama Panchayat,G10036,Edavanna Grama Panchayat,34,Eranad,24,24,1.0000,1,16,3,0,5,UDF,16,OTH,5,LDF,3
G,Grama Panchayat,G10037,Anakayam Grama Panchayat,40,Malappuram,23,24,0.9583,2,19,2,0,3,UDF,19,OTH,3,LDF,2
G,Grama Panchayat,G10038,Morayur Grama Panchayat,40,Malappuram,21,21,1.0000,1,20,0,0,1,UDF,20,OTH,1,,
G,Grama Panchayat,G10039,Ponmala Grama Panchayat,46,Kottakkal,21,21,1.0000,1,15,2,0,4,UDF,15,OTH,4,LDF,2
G,Grama Panchayat,G10040,Pookkottur Grama Panchayat,40,Malappuram,23,23,1.0000,1,21,1,0,1,UDF,21,LDF,1,OTH,1
G,Grama Panchayat,G10041,Othukkungal Grama Panchayat,41,Vengara,23,23,1.0000,1,15,1,0,7,UDF,15,OTH,7,LDF,1
G,Grama Panchayat,G10042,Kodur Grama Panchayat,40,Malappuram,23,23,1.0000,1,18,1,0,4,UDF,18,OTH,4,LDF,1
G,Grama Panchayat,G10043,Aliparamba Grama Panchayat,38,Perinthalmanna,24,24,1.0000,1,15,4,0,5,UDF,15,OTH,5,LDF,4
G,Grama Panchayat,G10044,Elamkulam Grama Panchayat,38,Perinthalmanna,18,18,1.0000,1,7,8,0,3,LDF,8,UDF,7,OTH,3
G,Grama Panchayat,G10045,Melattur Grama Panchayat,37,Manjeri,11,18,0.6111,2,11,6,0,1,UDF,11,LDF,6,OTH,1
G,Grama Panchayat,G10046,Keezhattur Grama Panchayat,37,Manjeri,22,22,1.0000,1,17,2,0,3,UDF,17,OTH,3,LDF,2
G,Grama Panchayat,G10048,Vettattur Grama Panchayat,38,Perinthalmanna,19,19,1.0000,1,12,4,0,3,UDF,12,LDF,4,OTH,3
G,Grama Panchayat,G10049,Pulamanthole Grama Panchayat,38,Perinthalmanna,23,23,1.0000,1,8,8,0,7,UDF,8,LDF,8,OTH,7
G,Grama Panchayat,G10050,Angadippuram Grama Panchayat,39,Mankada,24,24,1.0000,1,13,5,1,5,UDF,13,LDF,5,OTH,5
G,Grama Panchayat,G10051,Kuruva Grama Panchayat,39,Mankada,24,24,1.0000,1,17,3,0,4,UDF,17,OTH,4,LDF,3
G,Grama Panchayat,G10052,Koottilangadi Grama Panchayat,39,Mankada,22,22,1.0000,1,16,2,0,4,UDF,16,OTH,4,LDF,2
G,Grama Panchayat,G10053,Puzhakkatiri Grama Panchayat,39,Mankada,19,19,1.0000,1,16,1,0,2,UDF,16,OTH,2,LDF,1
G,Grama Panchayat,G10054,Moorkanade Grama Panchayat,39,Mankada,22,22,1.0000,1,11,7,1,3,UDF,11,LDF,7,OTH,3
G,Grama Panchayat,G10055,Makkaraparamba Grama Panchayat,39,Mankada,15,15,1.0000,1,9,0,0,6,UDF,9,OTH,6,,
G,Grama Panchayat,G10056,Mankada Grama Panchayat,39,Mankada,21,21,1.0000,1,15,4,0,2,UDF,15,LDF,4,OTH,2
G,Grama Panchayat,G10057,Athavanad Grama Panchayat,45,Tirur,23,24,0.9583,2,19,2,0,3,UDF,19,OTH,3,LDF,2
G,Grama Panchayat,G10058,Edayur Grama Panchayat,46,Kottakkal,22,22,1.0000,1,16,4,0,2,UDF,16,LDF,4,OTH,2
G,Grama Panchayat,G10059,Irumbiliyum Grama Panchayat,46,Kottakkal,20,20,1.0000,1,15,2,0,3,UDF,15,OTH,3,LDF,2
G,Grama Panchayat,G10060,Marakkara Grama Panchayat,46,Kottakkal,24,24,1.0000,1,16,3,0,5,UDF,16,OTH,5,LDF,3
G,Grama Panchayat,G10061,Kuttippuram Grama Panchayat,46,Kottakkal,24,24,1.0000,1,18,1,0,5,UDF,18,OTH,5,LDF,1
G,Grama Panchayat,G10063,Kalpakancheri Grama Panchayat,45,Tirur,21,21,1.0000,1,16,1,0,4,UDF,16,OTH,4,LDF,1
G,Grama Panchayat,G10065,Ponmundam Grama Panchayat,44,Tanur,18,18,1.0000,1,4,0,0,14,OTH,14,UDF,4,,
G,Grama Panchayat,G10066,Cheriyamundam Grama Panchayat,44,Tanur,20,20,1.0000,1,17,1,0,2,UDF,17,OTH,2,LDF,1
G,Grama Panchayat,G10067,Ozhoor Grama Panchayat,44,Tanur,20,21,0.9524,2,10,8,1,2,UDF,10,LDF,8,OTH,2
G,Grama Panchayat,G10068,Niramarutur Grama Panchayat,44,Tanur,19,19,1.0000,1,8,11,0,0,LDF,11,UDF,8,,
G,Grama Panchayat,G10069,Thanalur Grama Panchayat,44,Tanur,24,24,1.0000,1,14,7,0,3,UDF,14,LDF,7,OTH,3
G,Grama Panchayat,G10070,Valavannur Grama Panchayat,45,Tirur,21,21,1.0000,1,15,4,0,2,UDF,15,LDF,4,OTH,2
G,Grama Panchayat,G10071,Perumanna Klari Grama Panchayat,43,Tirurangadi,18,18,1.0000,1,12,0,0,6,UDF,12,OTH,6,,
G,Grama Panchayat,G10072,Abdurahiman Nagar Grama Panchayat,41,Vengara,24,24,1.0000,1,22,0,0,2,UDF,22,OTH,2,,
G,Grama Panchayat,G10073,Parappoor Grama Panchayat,41,Vengara,22,22,1.0000,1,17,0,0,5,UDF,17,OTH,5,,
G,Grama Panchayat,G10074,Thennela Grama Panchayat,43,Tirurangadi,19,19,1.0000,1,14,1,0,4,UDF,14,OTH,4,LDF,1
G,Grama Panchayat,G10075,Vengara Grama Panchayat,41,Vengara,24,24,1.0000,1,20,0,0,4,UDF,20,OTH,4,,
G,Grama Panchayat,G10076,Kannamangalam Grama Panchayat,41,Vengara,24,24,1.0000,1,20,0,0,4,UDF,20,OTH,4,,
G,Grama Panchayat,G10077,Oorakam Grama Panchayat,41,Vengara,19,19,1.0000,1,16,0,0,3,UDF,16,OTH,3,,
G,Grama Panchayat,G10078,Edarikkode Grama Panchayat,43,Tirurangadi,18,18,1.0000,1,14,3,0,1,UDF,14,LDF,3,OTH,1
G,Grama Panchayat,G10080,Nannambra Grama Panchayat,43,Tirurangadi,24,24,1.0000,1,17,0,0,7,UDF,17,OTH,7,,
G,Grama Panchayat,G10081,Moonniyur Grama Panchayat,42,Vallikkunnu,24,24,1.0000,1,20,3,0,1,UDF,20,LDF,3,OTH,1
G,Grama Panchayat,G10082,Thenhippalam Grama Panchayat,42,Vallikkunnu,20,20,1.0000,1,18,2,0,0,UDF,18,LDF,2,,
G,Grama Panchayat,G10084,Vallikkunnu Grama Panchayat,42,Vallikkunnu,24,24,1.0000,1,12,7,1,4,UDF,12,LDF,7,OTH,4
G,Grama Panchayat,G10085,Peruvalloor Grama Panchayat,42,Vallikkunnu,21,21,1.0000,1,20,0,1,0,UDF,20,NDA,1,,
G,Grama Panchayat,G10086,Purathoor Grama Panchayat,47,Thavanur,20,20,1.0000,1,10,9,0,1,UDF,10,LDF,9,OTH,1
G,Grama Panchayat,G10087,Mangalam Grama Panchayat,47,Thavanur,21,21,1.0000,1,16,3,0,2,UDF,16,LDF,3,OTH,2
G,Grama Panchayat,G10088,Thrippengode Grama Panchayat,47,Thavanur,24,24,1.0000,1,14,10,0,0,UDF,14,LDF,10,,
G,Grama Panchayat,G10089,Vettom Grama Panchayat,45,Tirur,22,22,1.0000,1,15,4,0,3,UDF,15,LDF,4,OTH,3
G,Grama Panchayat,G10090,Thalakkad Grama Panchayat,45,Tirur,22,22,1.0000,1,11,7,1,3,UDF,11,LDF,7,OTH,3
G,Grama Panchayat,G10091,Thirunavaya Grama Panchayat,45,Tirur,24,24,1.0000,1,16,5,0,3,UDF,16,LDF,5,OTH,3
G,Grama Panchayat,G10092,Tavanur Grama Panchayat,47,Thavanur,21,21,1.0000,1,11,8,0,2,UDF,11,LDF,8,OTH,2
G,Grama Panchayat,G10093,Vattamkulam Grama Panchayat,47,Thavanur,22,22,1.0000,1,13,6,0,3,UDF,13,LDF,6,OTH,3
G,Grama Panchayat,G10094,Edappal Grama Panchayat,47,Thavanur,21,21,1.0000,1,7,7,5,2,UDF,7,LDF,7,NDA,5
G,Grama Panchayat,G10095,Kalady Gramapanchayath,75,Angamaly,19,19,1.0000,1,13,4,0,1,UDF,13,LDF,4,OTH,1
G,Grama Panchayat,G10096,Alamkode Grama Panchayat,48,Ponnani,21,21,1.0000,1,14,5,0,2,UDF,14,LDF,5,OTH,2
G,Grama Panchayat,G10097,Maranchery Grama Panchayat,48,Ponnani,22,22,1.0000,1,11,10,0,1,UDF,11,LDF,10,OTH,1
G,Grama Panchayat,G10098,Nannamukku Grama Panchayat,48,Ponnani,19,19,1.0000,1,11,6,1,1,UDF,11,LDF,6,NDA,1
G,Grama Panchayat,G10099,Perumbadappu Grama Panchayat,48,Ponnani,19,19,1.0000,1,12,6,0,1,UDF,12,LDF,6,OTH,1
G,Grama Panchayat,G10100,Veliyancode Grama Panchayat,48,Ponnani,21,21,1.0000,1,10,11,0,0,LDF,11,UDF,10,,
G,Grama Panchayat,G11001,Azhiyur Grama Panchayat,20,Vatakara,20,20,1.0000,1,7,7,2,4,UDF,7,LDF,7,OTH,4
G,Grama Panchayat,G11002,Chorode Grama Panchayat,20,Vatakara,23,23,1.0000,1,6,13,1,3,LDF,13,UDF,6,OTH,3
G,Grama Panchayat,G11003,Eramala Grama Panchayat,20,Vatakara,21,21,1.0000,1,7,8,0,6,LDF,8,UDF,7,OTH,6
G,Grama Panchayat,G11004,Onchiyam Grama Panchayat,20,Vatakara,19,19,1.0000,1,5,7,0,7,LDF,7,OTH,7,UDF,5
G,Grama Panchayat,G11005,Chekkiad Grama Panchayat,22,Nadapuram,17,17,1.0000,1,15,1,0,1,UDF,15,LDF,1,OTH,1
G,Grama Panchayat,G11006,Purameri Grama Panchayat,21,Kuttiady,19,19,1.0000,1,12,7,0,0,UDF,12,LDF,7,,
G,Grama Panchayat,G11007,Tuneri Grama Panchayat,22,Nadapuram,17,17,1.0000,1,12,5,0,0,UDF,12,LDF,5,,
G,Grama Panchayat,G11008,Valayam Grama Panchayat,22,Nadapuram,15,15,1.0000,1,4,11,0,0,LDF,11,UDF,4,,
G,Grama Panchayat,G11009,Vanimal Grama Panchayat,22,Nadapuram,18,18,1.0000,1,8,9,0,1,LDF,9,UDF,8,OTH,1
